2025-04-29 09:12:14.801 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Starting JournalAppWithMongoDB using Java 22.0.2 with PID 1832 (D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB\target\classes started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-04-29 09:12:16.017 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2025-04-29 09:12:16.654 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8282 (http)
2025-04-29 09:12:16.669 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8282"]
2025-04-29 09:12:16.674 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-04-29 09:12:16.674 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2025-04-29 09:12:16.726 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-04-29 09:12:16.727 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1874 ms
2025-04-29 09:12:17.030 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:12:17.052 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/22.0.2+9-70"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='erhimanshu924', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@33bdd033, com.mongodb.Jep395RecordCodecProvider@fc71bbb, com.mongodb.KotlinCodecProvider@6fcd514a]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.5kijm.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-sva256-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2025-04-29 09:12:17.063 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:12:17.066 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:12:17.330 [restartedMain] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 7. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
2025-04-29 09:12:17.502 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=273058200, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=680621f62746f428b206d048, counter=4}, lastWriteDate=Tue Apr 29 09:12:15 IST 2025, lastUpdateTimeNanos=1936174789800}
2025-04-29 09:12:17.502 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=272818200, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000a9, setVersion=1, topologyVersion=TopologyVersion{processId=6806239a542b9de0ff0eddeb, counter=6}, lastWriteDate=Tue Apr 29 09:12:15 IST 2025, lastUpdateTimeNanos=1936174553500}
2025-04-29 09:12:17.502 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=272836500, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=680624ba957770debc31c384, counter=3}, lastWriteDate=Tue Apr 29 09:12:15 IST 2025, lastUpdateTimeNanos=1936174570700}
2025-04-29 09:12:17.506 [cluster-ClusterId{value='68104a981bac0610088c577a', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff00000000000000a9 and max set version 1
2025-04-29 09:12:17.986 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-29 09:12:18.474 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-04-29 09:12:19.388 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8282"]
2025-04-29 09:12:19.407 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8282 (http) with context path '/'
2025-04-29 09:12:19.426 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Started JournalAppWithMongoDB in 5.166 seconds (process running for 5.828)
2025-04-29 09:12:31.543 [http-nio-8282-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-29 09:12:31.544 [http-nio-8282-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-04-29 09:12:31.546 [http-nio-8282-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-04-29 09:12:32.768 [http-nio-8282-exec-8] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 805 ms
2025-04-29 09:12:48.907 [http-nio-8282-exec-9] INFO  c.e.J.c.GoogleAuthController - Inside callback function for Google Authentication
2025-04-29 09:33:21.713 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2025-04-29 09:33:21.722 [Thread-4] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8282"]
2025-04-29 09:33:22.069 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Starting JournalAppWithMongoDB using Java 22.0.2 with PID 1832 (D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB\target\classes started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-04-29 09:33:22.070 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - No active profile set, falling back to 1 default profile: "default"
2025-04-29 09:33:22.436 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-04-29 09:33:22.436 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-04-29 09:33:22.464 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 27 ms. Found 2 MongoDB repository interfaces.
2025-04-29 09:33:22.473 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-04-29 09:33:22.474 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-04-29 09:33:22.481 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.Journal.repository.JournalRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-04-29 09:33:22.481 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.Journal.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-04-29 09:33:22.482 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-04-29 09:33:22.735 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8282 (http)
2025-04-29 09:33:22.738 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8282"]
2025-04-29 09:33:22.738 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-04-29 09:33:22.740 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2025-04-29 09:33:22.783 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-04-29 09:33:22.784 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 709 ms
2025-04-29 09:33:22.839 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/22.0.2+9-70"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='erhimanshu924', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@33bdd033, com.mongodb.Jep395RecordCodecProvider@fc71bbb, com.mongodb.KotlinCodecProvider@6fcd514a]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.5kijm.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-sva256-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2025-04-29 09:33:22.885 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:33:22.903 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:33:22.936 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.5kijm.mongodb.net:27017 to client view of cluster
2025-04-29 09:33:22.967 [restartedMain] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 391. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
2025-04-29 09:33:23.026 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=55427400, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=680624ba957770debc31c384, counter=3}, lastWriteDate=Tue Apr 29 09:33:20 IST 2025, lastUpdateTimeNanos=3201703704800}
2025-04-29 09:33:23.028 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=53013600, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=680621f62746f428b206d048, counter=4}, lastWriteDate=Tue Apr 29 09:33:20 IST 2025, lastUpdateTimeNanos=3201707552300}
2025-04-29 09:33:23.079 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=97181600, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000a9, setVersion=1, topologyVersion=TopologyVersion{processId=6806239a542b9de0ff0eddeb, counter=6}, lastWriteDate=Tue Apr 29 09:33:20 IST 2025, lastUpdateTimeNanos=3201758392600}
2025-04-29 09:33:23.080 [cluster-ClusterId{value='68104f8a1bac0610088c577b', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff00000000000000a9 and max set version 1
2025-04-29 09:33:23.405 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-29 09:33:23.544 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-04-29 09:33:24.231 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8282"]
2025-04-29 09:33:24.238 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8282 (http) with context path '/'
2025-04-29 09:33:24.245 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Started JournalAppWithMongoDB in 2.245 seconds (process running for 1270.646)
2025-04-29 09:33:24.248 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2025-04-29 09:33:31.562 [http-nio-8282-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-29 09:33:31.563 [http-nio-8282-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-04-29 09:33:31.567 [http-nio-8282-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2025-04-29 09:33:32.075 [http-nio-8282-exec-9] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 241 ms
2025-04-29 09:33:43.408 [http-nio-8282-exec-1] INFO  c.e.J.c.GoogleAuthController - Inside callback function for Google Authentication
2025-04-29 09:42:46.014 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2025-04-29 09:42:46.018 [Thread-7] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8282"]
2025-04-29 09:42:46.239 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Starting JournalAppWithMongoDB using Java 22.0.2 with PID 1832 (D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB\target\classes started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
